loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,bank_asset_value,loan_status
2039,0,Not Graduate,Yes,45411.29,100137.7,2,667,23287.84,Approved
2040,5,Not Graduate,No,37260.55,86165.02,12,583,41918.12,Approved
2041,1,Not Graduate,Yes,65205.96,245686.7,10,459,94315.76,Rejected
2042,4,Not Graduate,Yes,43082.51,138562.7,18,635,54726.43,Approved
2043,3,Not Graduate,No,97808.94,316714.7,12,604,54726.43,Approved
2044,0,Not Graduate,Yes,48904.47,103630.9,14,796,55890.82,Approved
2045,4,Graduate,No,44246.9,98973.33,10,416,47740.08,Rejected
2046,3,Graduate,No,37260.55,95480.16,8,311,18630.27,Rejected
2047,1,Graduate,No,112946,394728.9,10,833,76849.88,Approved
2048,1,Not Graduate,Yes,50068.86,109452.9,6,543,48904.47,Rejected
2049,5,Graduate,Yes,94315.76,236371.6,18,751,86165.02,Approved
2050,5,Not Graduate,Yes,109452.9,270139,14,885,54726.43,Approved
2051,4,Not Graduate,Yes,94315.76,225892.1,6,346,52397.65,Rejected
2052,4,Graduate,No,75685.49,168836.9,4,588,74521.1,Approved
2053,2,Graduate,No,109452.9,268974.6,4,488,126918.7,Rejected
2054,1,Not Graduate,Yes,30274.2,76849.88,20,765,15137.1,Approved
2055,3,Not Graduate,Yes,93151.37,298084.4,6,337,114110.4,Rejected
2056,1,Graduate,No,54726.43,108288.5,8,515,66370.35,Rejected
2057,2,Graduate,Yes,88493.8,259659.4,12,555,82671.84,Approved
2058,1,Graduate,Yes,79178.67,316714.7,2,702,73356.71,Approved
2059,2,Not Graduate,Yes,76849.88,197946.7,2,457,78014.27,Rejected
2060,2,Graduate,No,95480.16,316714.7,10,425,52397.65,Rejected
2061,1,Graduate,Yes,51233.25,143220.2,6,583,76849.88,Approved
2062,1,Not Graduate,No,96644.55,340002.5,6,877,110617.3,Approved
2063,0,Graduate,No,107124.1,425003.1,14,522,153699.8,Rejected
2064,5,Not Graduate,Yes,31438.59,101302.1,20,687,15137.1,Approved
2065,0,Graduate,No,71027.92,274796.5,20,856,74521.1,Approved
2066,4,Not Graduate,Yes,105959.7,384249.4,8,543,130411.9,Rejected
2067,5,Not Graduate,Yes,88493.8,179316.4,14,576,54726.43,Approved
2068,2,Not Graduate,No,83836.23,197946.7,10,856,69863.53,Approved
2069,0,Graduate,Yes,30274.2,95480.16,8,722,37260.55,Approved
2070,4,Graduate,Yes,75685.49,235207.2,12,653,74521.1,Approved
2071,5,Graduate,No,103630.9,413359.2,16,480,57055.22,Rejected
2072,2,Graduate,Yes,62877.18,166508.1,14,477,64041.57,Rejected
2073,0,Graduate,No,3493.176,5821.961,2,885,2328.784,Approved
2074,0,Not Graduate,No,97808.94,228220.9,18,530,143220.2,Rejected
2075,3,Graduate,No,96644.55,200275.4,8,870,116439.2,Approved
2076,4,Not Graduate,No,19794.67,65205.96,8,395,27945.41,Rejected
2077,2,Not Graduate,No,17465.88,48904.47,16,771,12808.31,Approved
2078,1,Not Graduate,Yes,2328.784,5821.961,2,579,1164.392,Approved
2079,1,Graduate,Yes,11643.92,43082.51,14,798,16301.49,Approved
2080,3,Not Graduate,Yes,102466.5,292262.4,8,473,144384.6,Rejected
2081,0,Graduate,Yes,11643.92,37260.55,8,304,8150.745,Rejected
2082,0,Not Graduate,Yes,100137.7,267810.2,14,678,139727.1,Approved
2083,5,Graduate,Yes,27945.41,103630.9,2,745,24452.24,Approved
2084,1,Graduate,No,27945.41,103630.9,8,835,12808.31,Approved
2085,5,Not Graduate,Yes,69863.53,140891.4,20,848,41918.12,Approved
2086,5,Not Graduate,No,88493.8,189795.9,18,872,58219.61,Approved
2087,3,Not Graduate,No,93151.37,234042.8,10,608,60548.39,Approved
2088,0,Graduate,Yes,62877.18,227056.5,16,758,69863.53,Approved
2089,0,Not Graduate,Yes,16301.49,43082.51,4,841,11643.92,Approved
2090,0,Not Graduate,Yes,9315.137,30274.2,2,618,5821.961,Approved
2091,4,Graduate,Yes,3493.176,12808.31,4,457,4657.569,Approved
2092,0,Graduate,No,47740.08,167672.5,4,844,48904.47,Approved
2093,2,Not Graduate,No,17465.88,44246.9,4,776,16301.49,Approved
2094,1,Not Graduate,No,53562.04,161850.5,8,520,25616.63,Rejected
2095,1,Graduate,Yes,38424.94,87329.41,12,648,18630.27,Approved
2096,4,Not Graduate,Yes,91986.98,365619.1,10,654,58219.61,Approved
2097,0,Not Graduate,No,94315.76,308563.9,20,342,67534.74,Rejected
2098,5,Not Graduate,No,10479.53,32602.98,16,808,9315.137,Approved
2099,1,Graduate,Yes,57055.22,176987.6,10,429,38424.94,Rejected
2100,3,Graduate,Yes,71027.92,210755,14,538,87329.41,Rejected
2101,3,Not Graduate,No,52397.65,190960.3,6,533,45411.29,Rejected
2102,2,Graduate,Yes,33767.37,85000.63,8,394,46575.69,Rejected
2103,1,Not Graduate,No,91986.98,341166.9,2,771,46575.69,Approved
2104,5,Graduate,Yes,47740.08,117603.6,4,792,57055.22,Approved
2105,5,Not Graduate,Yes,89658.2,180480.8,8,407,53562.04,Rejected
2106,0,Not Graduate,No,65205.96,224727.7,18,544,74521.1,Rejected
2107,5,Graduate,No,104795.3,209590.6,18,509,71027.92,Rejected
2108,4,Not Graduate,Yes,74521.1,214248.2,16,320,96644.55,Rejected
2109,4,Graduate,No,80343.06,171165.6,2,496,46575.69,Rejected
2110,3,Not Graduate,No,105959.7,319043.4,18,652,79178.67,Approved
2111,2,Graduate,Yes,12808.31,43082.51,2,806,5821.961,Approved
2112,4,Not Graduate,No,19794.67,52397.65,12,821,17465.88,Approved
2113,5,Graduate,Yes,107124.1,335344.9,20,618,123425.6,Approved
2114,2,Not Graduate,Yes,96644.55,239864.8,12,729,97808.94,Approved
2115,5,Not Graduate,Yes,58219.61,123425.6,6,839,40753.73,Approved
2116,3,Graduate,No,25616.63,74521.1,2,318,17465.88,Rejected
2117,2,Graduate,No,52397.65,111781.6,16,404,31438.59,Rejected
2118,5,Not Graduate,Yes,47740.08,104795.3,6,581,39589.33,Approved
2119,1,Not Graduate,No,32602.98,79178.67,18,596,17465.88,Approved
2120,1,Not Graduate,No,76849.88,241029.2,4,415,45411.29,Approved
2121,3,Not Graduate,Yes,37260.55,83836.23,6,728,53562.04,Approved
2122,0,Not Graduate,No,73356.71,154864.2,2,666,57055.22,Approved
2123,2,Graduate,No,54726.43,206097.4,14,675,75685.49,Approved
2124,0,Graduate,No,47740.08,179316.4,16,304,36096.16,Rejected
2125,5,Graduate,Yes,82671.84,180480.8,4,474,109452.9,Rejected
2126,4,Graduate,Yes,57055.22,118768,18,370,76849.88,Rejected
2127,4,Graduate,No,65205.96,236371.6,20,596,91986.98,Approved
2128,4,Graduate,No,39589.33,96644.55,2,567,31438.59,Approved
2129,3,Not Graduate,No,52397.65,187467.1,16,671,67534.74,Approved
2130,2,Graduate,No,3493.176,9315.137,18,819,4657.569,Approved
2131,5,Not Graduate,Yes,88493.8,267810.2,10,829,85000.63,Approved
2132,5,Graduate,No,5821.961,13972.71,12,454,3493.176,Rejected
2133,0,Graduate,Yes,68699.14,176987.6,16,399,75685.49,Rejected
2134,0,Graduate,No,82671.84,241029.2,10,784,100137.7,Approved
2135,2,Not Graduate,Yes,98973.33,313221.5,6,538,53562.04,Rejected
2136,0,Graduate,Yes,74521.1,196782.3,16,759,36096.16,Approved
2137,2,Graduate,No,82671.84,249179.9,12,699,55890.82,Approved
2138,5,Not Graduate,No,20959.06,62877.18,14,347,19794.67,Rejected
2139,3,Not Graduate,Yes,76849.88,293426.8,20,598,100137.7,Approved
2140,4,Graduate,Yes,102466.5,315550.3,2,406,67534.74,Approved
2141,2,Not Graduate,No,55890.82,183974,20,860,59384,Approved
2142,5,Graduate,Yes,51233.25,192124.7,10,806,32602.98,Approved
2143,0,Not Graduate,No,23287.84,80343.06,2,448,18630.27,Approved
2144,2,Graduate,No,79178.67,263152.6,20,393,95480.16,Rejected
2145,5,Not Graduate,Yes,76849.88,186302.7,12,811,58219.61,Approved
2146,2,Graduate,No,38424.94,91986.98,20,829,30274.2,Approved
2147,3,Not Graduate,No,86165.02,272467.8,16,700,103630.9,Approved
2148,0,Not Graduate,Yes,52397.65,144384.6,18,719,36096.16,Approved
2149,1,Not Graduate,Yes,110617.3,355139.6,12,430,122261.2,Rejected
2150,1,Graduate,No,9315.137,34931.76,4,338,4657.569,Approved
2151,2,Graduate,No,46575.69,151371,4,695,50068.86,Approved
2152,2,Not Graduate,No,81507.45,299248.8,18,374,52397.65,Rejected
2153,3,Graduate,No,40753.73,98973.33,18,609,29109.8,Approved
2154,3,Graduate,Yes,112946,419181.2,6,631,87329.41,Approved
2155,0,Not Graduate,No,39589.33,125754.4,6,439,22123.45,Rejected
2156,1,Graduate,Yes,53562.04,157192.9,20,837,29109.8,Approved
2157,4,Graduate,No,44246.9,121096.8,10,833,48904.47,Approved
2158,4,Not Graduate,Yes,48904.47,111781.6,20,863,39589.33,Approved
2159,2,Graduate,No,29109.8,101302.1,4,684,30274.2,Approved
2160,0,Not Graduate,Yes,81507.45,286440.5,6,542,54726.43,Rejected
2161,1,Not Graduate,No,61712.78,133905.1,8,753,34931.76,Approved
2162,0,Not Graduate,No,74521.1,165343.7,2,512,40753.73,Rejected
2163,3,Not Graduate,No,39589.33,94315.76,12,385,46575.69,Rejected
2164,4,Not Graduate,No,78014.27,218905.7,2,749,100137.7,Approved
2165,1,Not Graduate,Yes,53562.04,117603.6,4,618,50068.86,Approved
2166,4,Graduate,Yes,10479.53,29109.8,4,583,12808.31,Approved
2167,0,Graduate,No,59384,231714,18,655,82671.84,Approved
2168,0,Not Graduate,Yes,81507.45,243358,20,380,72192.31,Rejected
2169,3,Graduate,Yes,47740.08,171165.6,6,679,65205.96,Approved
2170,2,Graduate,No,53562.04,172330,6,410,67534.74,Rejected
2171,2,Graduate,Yes,41918.12,133905.1,8,590,34931.76,Approved
2172,5,Graduate,No,68699.14,160686.1,14,397,34931.76,Rejected
2173,2,Graduate,No,6986.353,24452.24,16,425,3493.176,Rejected
2174,0,Graduate,No,57055.22,190960.3,2,383,67534.74,Approved
2175,5,Graduate,Yes,74521.1,278289.7,6,406,50068.86,Rejected
2176,2,Graduate,No,81507.45,230549.6,10,563,93151.37,Approved
2177,3,Graduate,Yes,78014.27,156028.5,14,782,111781.6,Approved
2178,1,Not Graduate,Yes,9315.137,25616.63,4,852,11643.92,Approved
2179,5,Not Graduate,No,88493.8,323701,2,753,93151.37,Approved
2180,5,Graduate,Yes,37260.55,88493.8,4,489,22123.45,Rejected
2181,2,Not Graduate,Yes,57055.22,160686.1,2,586,81507.45,Approved
2182,3,Not Graduate,No,83836.23,242193.6,16,560,41918.12,Approved
2183,3,Graduate,No,65205.96,239864.8,6,487,47740.08,Rejected
2184,4,Graduate,Yes,85000.63,213083.8,8,434,78014.27,Rejected
2185,4,Not Graduate,No,38424.94,81507.45,20,504,29109.8,Rejected
2186,2,Graduate,Yes,107124.1,294591.2,4,827,128083.1,Approved
2187,3,Not Graduate,Yes,94315.76,271303.4,20,657,72192.31,Approved
2188,5,Graduate,No,76849.88,249179.9,10,447,74521.1,Rejected
2189,0,Graduate,Yes,48904.47,158357.3,4,834,36096.16,Approved
2190,2,Graduate,No,67534.74,252673.1,8,354,79178.67,Rejected
2191,2,Graduate,Yes,65205.96,244522.4,18,883,69863.53,Approved
2192,0,Not Graduate,Yes,41918.12,115274.8,12,641,31438.59,Approved
2193,1,Graduate,Yes,89658.2,196782.3,6,621,118768,Approved
2194,0,Graduate,Yes,90822.59,271303.4,10,587,112946,Approved
2195,3,Not Graduate,No,66370.35,179316.4,16,424,65205.96,Rejected
2196,5,Graduate,No,73356.71,238700.4,14,515,105959.7,Rejected
2197,5,Not Graduate,Yes,26781.02,54726.43,18,592,32602.98,Approved
2198,4,Graduate,Yes,111781.6,231714,6,319,76849.88,Rejected
2199,1,Not Graduate,Yes,11643.92,45411.29,16,360,6986.353,Rejected
2200,5,Graduate,Yes,83836.23,315550.3,12,535,55890.82,Rejected
2201,2,Not Graduate,Yes,44246.9,132740.7,16,666,44246.9,Approved
2202,4,Not Graduate,Yes,108288.5,286440.5,16,419,59384,Rejected
2203,2,Not Graduate,Yes,83836.23,255001.9,12,640,44246.9,Approved
2204,0,Graduate,No,88493.8,229385.3,12,545,85000.63,Rejected
2205,4,Graduate,No,52397.65,178152,10,843,25616.63,Approved
2206,1,Not Graduate,Yes,115274.8,359797.2,20,559,140891.4,Approved
2207,0,Not Graduate,Yes,8150.745,23287.84,18,650,5821.961,Approved
2208,0,Graduate,No,40753.73,143220.2,16,479,54726.43,Rejected
2209,1,Graduate,Yes,3493.176,11643.92,14,324,1164.392,Rejected
2210,5,Not Graduate,Yes,62877.18,194453.5,2,354,60548.39,Approved
2211,4,Not Graduate,Yes,32602.98,97808.94,10,521,43082.51,Rejected
2212,5,Not Graduate,Yes,57055.22,185138.4,8,505,71027.92,Rejected
2213,4,Not Graduate,No,6986.353,19794.67,12,436,8150.745,Rejected
2214,0,Graduate,No,34931.76,94315.76,6,683,37260.55,Approved
2215,0,Graduate,No,20959.06,67534.74,18,348,11643.92,Rejected
2216,4,Graduate,Yes,59384,182809.6,6,867,41918.12,Approved
2217,5,Graduate,No,16301.49,47740.08,14,880,24452.24,Approved
2218,2,Graduate,Yes,78014.27,296920,10,673,58219.61,Approved
2219,3,Not Graduate,No,50068.86,146713.4,18,482,71027.92,Rejected
2220,3,Graduate,Yes,90822.59,228220.9,4,767,89658.2,Approved
2221,3,Not Graduate,No,62877.18,183974,18,760,83836.23,Approved
2222,0,Not Graduate,No,5821.961,22123.45,2,857,3493.176,Approved
2223,1,Graduate,No,100137.7,310892.7,10,735,130411.9,Approved
2224,3,Graduate,No,29109.8,108288.5,4,810,43082.51,Approved
2225,4,Not Graduate,No,34931.76,83836.23,2,680,19794.67,Approved
2226,5,Not Graduate,Yes,81507.45,313221.5,4,889,86165.02,Approved
2227,1,Not Graduate,Yes,4657.569,17465.88,16,688,2328.784,Approved
2228,5,Not Graduate,No,60548.39,159521.7,16,531,33767.37,Rejected
2229,3,Graduate,No,38424.94,129247.5,2,660,52397.65,Approved
2230,1,Not Graduate,Yes,27945.41,102466.5,18,414,29109.8,Rejected
2231,4,Graduate,Yes,67534.74,183974,14,528,101302.1,Rejected
2232,4,Not Graduate,Yes,109452.9,232878.4,12,817,93151.37,Approved
2233,2,Not Graduate,No,71027.92,178152,2,799,61712.78,Approved
2234,1,Graduate,Yes,87329.41,249179.9,20,655,94315.76,Approved
2235,2,Not Graduate,No,47740.08,188631.5,6,546,43082.51,Rejected
2236,3,Not Graduate,No,98973.33,358632.8,14,745,83836.23,Approved
2237,0,Graduate,No,50068.86,196782.3,8,884,43082.51,Approved
2238,5,Not Graduate,No,108288.5,256166.3,4,822,140891.4,Approved
2239,4,Not Graduate,No,69863.53,217741.3,2,623,66370.35,Approved
2240,1,Not Graduate,Yes,61712.78,220070.1,16,361,64041.57,Rejected
2241,5,Not Graduate,Yes,86165.02,188631.5,2,778,107124.1,Approved
2242,1,Not Graduate,Yes,12808.31,44246.9,8,779,18630.27,Approved
2243,1,Graduate,Yes,76849.88,241029.2,4,594,103630.9,Approved
2244,3,Graduate,No,95480.16,329523,2,530,140891.4,Approved
2245,3,Not Graduate,No,38424.94,108288.5,12,324,23287.84,Rejected
2246,4,Graduate,Yes,29109.8,104795.3,10,394,34931.76,Rejected
2247,3,Graduate,Yes,38424.94,121096.8,12,816,57055.22,Approved
2248,5,Not Graduate,No,11643.92,26781.02,16,423,16301.49,Rejected
2249,5,Graduate,Yes,72192.31,149042.2,2,539,55890.82,Rejected
2250,1,Graduate,No,81507.45,244522.4,20,554,65205.96,Approved
2251,2,Graduate,Yes,81507.45,221234.5,6,523,110617.3,Rejected
2252,1,Not Graduate,Yes,61712.78,139727.1,10,852,58219.61,Approved
2253,0,Not Graduate,Yes,20959.06,43082.51,2,505,16301.49,Rejected
2254,0,Graduate,Yes,26781.02,91986.98,10,430,22123.45,Rejected
2255,2,Graduate,No,46575.69,107124.1,16,784,57055.22,Approved
2256,1,Not Graduate,No,103630.9,279454.1,6,380,87329.41,Rejected
2257,3,Graduate,No,93151.37,216576.9,20,565,109452.9,Approved
2258,4,Graduate,Yes,91986.98,313221.5,14,446,95480.16,Rejected
2259,5,Graduate,Yes,78014.27,235207.2,8,406,82671.84,Rejected
2260,4,Not Graduate,No,27945.41,69863.53,6,712,13972.71,Approved
2261,4,Not Graduate,No,100137.7,263152.6,14,729,138562.7,Approved
2262,1,Not Graduate,Yes,61712.78,170001.3,20,508,53562.04,Rejected
2263,0,Graduate,No,86165.02,289933.6,20,648,72192.31,Approved
2264,0,Not Graduate,Yes,101302.1,217741.3,10,346,95480.16,Rejected
2265,5,Graduate,No,95480.16,215412.5,4,394,129247.5,Rejected
2266,0,Not Graduate,Yes,43082.51,112946,12,501,53562.04,Rejected
2267,5,Not Graduate,Yes,107124.1,422674.3,2,655,101302.1,Approved
2268,4,Not Graduate,No,71027.92,243358,4,662,47740.08,Approved
2269,2,Graduate,Yes,102466.5,358632.8,20,820,147877.8,Approved
2270,5,Not Graduate,No,107124.1,220070.1,10,521,80343.06,Rejected
2271,3,Graduate,No,83836.23,324865.4,12,473,101302.1,Rejected
2272,1,Graduate,No,6986.353,13972.71,10,561,6986.353,Approved
2273,5,Graduate,No,93151.37,268974.6,20,461,83836.23,Rejected
2274,4,Graduate,Yes,80343.06,160686.1,16,715,95480.16,Approved
2275,0,Not Graduate,Yes,50068.86,181645.2,18,440,54726.43,Rejected
2276,3,Not Graduate,Yes,98973.33,289933.6,18,749,117603.6,Approved
2277,4,Not Graduate,No,100137.7,202604.2,2,787,123425.6,Approved
2278,3,Graduate,No,73356.71,161850.5,18,748,100137.7,Approved
2279,3,Not Graduate,Yes,67534.74,158357.3,12,321,39589.33,Rejected
2280,3,Graduate,Yes,11643.92,26781.02,10,303,11643.92,Rejected
2281,0,Not Graduate,Yes,19794.67,62877.18,8,682,24452.24,Approved
2282,2,Not Graduate,No,37260.55,100137.7,18,638,40753.73,Approved
2283,0,Graduate,Yes,87329.41,193289.1,14,440,119932.4,Rejected
2284,1,Not Graduate,Yes,23287.84,76849.88,10,873,27945.41,Approved
2285,3,Not Graduate,No,105959.7,229385.3,20,437,150206.6,Rejected
2286,4,Graduate,Yes,97808.94,229385.3,8,796,89658.2,Approved
2287,4,Graduate,No,82671.84,316714.7,16,824,45411.29,Approved
2288,2,Not Graduate,No,2328.784,9315.137,6,338,1164.392,Rejected
2289,0,Not Graduate,Yes,58219.61,173494.4,12,575,76849.88,Approved
2290,0,Not Graduate,Yes,52397.65,196782.3,8,773,69863.53,Approved
2291,2,Not Graduate,Yes,59384,229385.3,2,733,72192.31,Approved
2292,3,Graduate,Yes,47740.08,123425.6,14,475,52397.65,Rejected
2293,1,Not Graduate,No,83836.23,174658.8,10,677,47740.08,Approved
2294,3,Not Graduate,No,90822.59,206097.4,6,403,116439.2,Rejected
2295,3,Graduate,Yes,87329.41,294591.2,12,767,111781.6,Approved
2296,3,Graduate,Yes,74521.1,244522.4,2,813,51233.25,Approved
2297,4,Graduate,No,81507.45,299248.8,20,597,117603.6,Approved
2298,4,Not Graduate,Yes,104795.3,362126,8,896,152535.4,Approved
2299,2,Not Graduate,Yes,51233.25,161850.5,6,810,60548.39,Approved
2300,2,Not Graduate,No,10479.53,23287.84,14,337,6986.353,Rejected
2301,1,Graduate,No,114110.4,313221.5,18,792,138562.7,Approved
2302,4,Not Graduate,No,6986.353,18630.27,6,784,5821.961,Approved
2303,5,Graduate,Yes,112946,350482,12,434,80343.06,Rejected
2304,2,Graduate,Yes,97808.94,379591.8,10,384,81507.45,Rejected
2305,1,Graduate,No,96644.55,289933.6,10,642,67534.74,Approved
2306,4,Graduate,No,91986.98,348153.3,8,314,94315.76,Rejected
2307,1,Not Graduate,No,100137.7,301577.6,2,606,142055.8,Approved
2308,5,Not Graduate,Yes,78014.27,204933,14,843,65205.96,Approved
2309,0,Graduate,No,31438.59,86165.02,10,778,32602.98,Approved
2310,0,Not Graduate,No,76849.88,298084.4,8,718,104795.3,Approved
2311,1,Graduate,Yes,82671.84,242193.6,20,437,102466.5,Rejected
2312,5,Graduate,Yes,3493.176,8150.745,10,586,1164.392,Approved
2313,2,Graduate,No,25616.63,81507.45,6,777,38424.94,Approved
2314,1,Graduate,Yes,101302.1,369112.3,12,525,71027.92,Rejected
2315,4,Graduate,No,83836.23,268974.6,12,632,51233.25,Approved
2316,0,Not Graduate,No,23287.84,55890.82,20,337,19794.67,Rejected
2317,4,Graduate,Yes,100137.7,324865.4,8,458,136233.9,Rejected
2318,2,Graduate,Yes,26781.02,62877.18,8,364,23287.84,Rejected
2319,2,Not Graduate,Yes,111781.6,346988.9,16,499,86165.02,Rejected
2320,2,Graduate,Yes,22123.45,75685.49,16,887,19794.67,Approved
2321,1,Graduate,No,24452.24,73356.71,16,882,33767.37,Approved
2322,1,Not Graduate,Yes,45411.29,101302.1,8,817,24452.24,Approved
2323,5,Not Graduate,Yes,2328.784,3493.176,10,704,2328.784,Approved
2324,1,Not Graduate,Yes,22123.45,52397.65,12,742,13972.71,Approved
2325,0,Not Graduate,Yes,37260.55,135069.5,4,393,36096.16,Approved
2326,0,Not Graduate,No,12808.31,50068.86,18,828,10479.53,Approved
2327,5,Graduate,Yes,93151.37,250344.3,12,779,121096.8,Approved
2328,4,Graduate,Yes,71027.92,252673.1,6,860,65205.96,Approved
2329,5,Graduate,No,37260.55,123425.6,2,432,43082.51,Approved
2330,4,Graduate,Yes,104795.3,353975.2,20,532,152535.4,Rejected
2331,0,Not Graduate,Yes,13972.71,37260.55,2,678,10479.53,Approved
2332,3,Graduate,No,91986.98,314385.9,6,601,133905.1,Approved
2333,3,Graduate,Yes,89658.2,268974.6,8,807,81507.45,Approved
2334,2,Not Graduate,No,51233.25,192124.7,16,879,62877.18,Approved
2335,1,Not Graduate,No,36096.16,130411.9,18,665,29109.8,Approved
2336,5,Not Graduate,Yes,30274.2,108288.5,16,697,43082.51,Approved
2337,4,Graduate,No,64041.57,252673.1,14,867,36096.16,Approved
2338,1,Graduate,No,66370.35,180480.8,8,544,81507.45,Rejected
2339,5,Graduate,No,71027.92,241029.2,20,482,68699.14,Rejected
2340,2,Graduate,No,95480.16,261988.2,18,857,97808.94,Approved
2341,1,Graduate,No,69863.53,246851.1,12,549,72192.31,Rejected
2342,1,Graduate,Yes,93151.37,356304,10,720,112946,Approved
2343,4,Not Graduate,No,23287.84,55890.82,8,302,30274.2,Rejected
2344,5,Graduate,Yes,15137.1,33767.37,12,669,20959.06,Approved
2345,1,Graduate,No,81507.45,315550.3,6,591,57055.22,Approved
2346,3,Graduate,No,47740.08,178152,6,440,23287.84,Rejected
2347,3,Graduate,No,93151.37,305070.7,16,890,46575.69,Approved
2348,4,Not Graduate,No,94315.76,326029.8,8,663,64041.57,Approved
2349,4,Graduate,Yes,110617.3,263152.6,14,433,156028.5,Rejected
2350,0,Graduate,No,107124.1,261988.2,10,317,124590,Rejected
2351,2,Graduate,No,45411.29,171165.6,16,360,33767.37,Rejected
2352,1,Graduate,No,105959.7,305070.7,8,727,103630.9,Approved
2353,3,Graduate,Yes,34931.76,96644.55,4,685,44246.9,Approved
2354,4,Graduate,No,23287.84,50068.86,8,373,25616.63,Rejected
2355,5,Graduate,No,73356.71,170001.3,8,469,44246.9,Rejected
2356,3,Not Graduate,Yes,47740.08,126918.7,8,548,50068.86,Rejected
2357,0,Not Graduate,No,114110.4,342331.3,20,618,96644.55,Approved
2358,2,Graduate,No,60548.39,179316.4,8,658,37260.55,Approved
2359,3,Graduate,No,88493.8,334180.5,18,781,93151.37,Approved
2360,3,Not Graduate,No,107124.1,413359.2,2,715,136233.9,Approved
2361,5,Not Graduate,No,25616.63,94315.76,4,409,27945.41,Rejected
2362,2,Not Graduate,Yes,96644.55,239864.8,10,504,78014.27,Rejected
2363,3,Graduate,Yes,71027.92,251508.7,16,428,83836.23,Rejected
2364,2,Graduate,No,52397.65,193289.1,20,704,27945.41,Approved
2365,3,Not Graduate,No,76849.88,218905.7,12,834,55890.82,Approved
2366,4,Not Graduate,No,103630.9,406372.9,14,694,105959.7,Approved
2367,4,Graduate,Yes,45411.29,154864.2,20,453,54726.43,Rejected
2368,3,Graduate,Yes,103630.9,412194.8,14,404,68699.14,Rejected
2369,5,Not Graduate,No,74521.1,259659.4,12,776,67534.74,Approved
2370,1,Not Graduate,Yes,110617.3,334180.5,16,526,76849.88,Rejected
2371,3,Graduate,Yes,3493.176,11643.92,8,641,2328.784,Approved
2372,5,Not Graduate,No,47740.08,143220.2,6,582,40753.73,Approved
2373,2,Graduate,No,94315.76,242193.6,18,778,123425.6,Approved
2374,4,Graduate,No,115274.8,330687.4,10,763,67534.74,Approved
2375,0,Not Graduate,No,55890.82,221234.5,12,650,55890.82,Approved
2376,0,Graduate,Yes,33767.37,112946,2,820,45411.29,Approved
2377,1,Not Graduate,Yes,40753.73,157192.9,12,824,47740.08,Approved
2378,1,Not Graduate,Yes,57055.22,146713.4,4,718,44246.9,Approved
2379,2,Not Graduate,Yes,59384,154864.2,14,313,45411.29,Rejected
2380,5,Graduate,No,85000.63,305070.7,10,751,121096.8,Approved
2381,0,Graduate,Yes,2328.784,3493.176,18,520,1164.392,Rejected
2382,2,Graduate,No,16301.49,54726.43,4,355,16301.49,Approved
2383,3,Graduate,Yes,101302.1,391235.8,14,314,72192.31,Rejected
2384,1,Not Graduate,Yes,32602.98,68699.14,20,728,16301.49,Approved
2385,3,Graduate,Yes,105959.7,350482,14,564,95480.16,Approved
2386,0,Not Graduate,Yes,79178.67,178152,14,699,96644.55,Approved
2387,0,Not Graduate,Yes,58219.61,197946.7,6,624,68699.14,Approved
2388,0,Graduate,Yes,51233.25,195617.9,14,795,39589.33,Approved
2389,5,Not Graduate,Yes,97808.94,216576.9,20,703,110617.3,Approved
2390,4,Graduate,No,90822.59,201439.8,4,394,83836.23,Rejected
2391,4,Graduate,Yes,55890.82,115274.8,14,779,33767.37,Approved
2392,1,Graduate,No,37260.55,102466.5,4,405,39589.33,Rejected
2393,5,Graduate,Yes,26781.02,78014.27,16,612,23287.84,Approved
2394,5,Not Graduate,Yes,107124.1,327194.2,10,448,124590,Rejected
2395,2,Not Graduate,Yes,54726.43,159521.7,6,506,40753.73,Rejected
2396,0,Not Graduate,Yes,93151.37,353975.2,2,776,90822.59,Approved
2397,1,Graduate,Yes,30274.2,100137.7,6,730,36096.16,Approved
2398,3,Not Graduate,No,2328.784,9315.137,20,730,3493.176,Approved
2399,5,Graduate,No,85000.63,200275.4,2,345,57055.22,Rejected
2400,4,Not Graduate,No,38424.94,137398.3,2,847,34931.76,Approved
2401,4,Not Graduate,No,96644.55,271303.4,20,398,115274.8,Rejected
2402,5,Not Graduate,Yes,47740.08,111781.6,2,307,36096.16,Rejected
2403,1,Not Graduate,No,85000.63,275960.9,16,852,98973.33,Approved
2404,1,Not Graduate,No,108288.5,320207.8,6,364,125754.4,Rejected
2405,2,Graduate,Yes,50068.86,176987.6,12,552,55890.82,Approved
2406,3,Not Graduate,No,30274.2,94315.76,2,421,29109.8,Approved
2407,5,Graduate,No,33767.37,114110.4,12,588,33767.37,Approved
2408,2,Graduate,Yes,10479.53,40753.73,6,763,6986.353,Approved
2409,3,Not Graduate,Yes,57055.22,203768.6,20,823,55890.82,Approved
2410,0,Graduate,No,89658.2,288769.3,10,642,52397.65,Approved
2411,1,Graduate,No,54726.43,195617.9,12,647,39589.33,Approved
2412,5,Not Graduate,No,34931.76,103630.9,20,886,32602.98,Approved
2413,4,Not Graduate,No,112946,305070.7,4,518,163014.9,Rejected
